artist,datestring,house,title,auction_name_lot,hammer,pdate,date,low_est,high_est,nomprice,lot_no,curr,paint_date,saleyear,cpi,saleprice,birth1,age,american,area,omeana,larea,father,mother,wife1,wife2,child1,child2,friend1,friend2,friend3,brother,sister
"Marcel Duchamp (b. 1887, d. 1968)",4/26/2010,Christie's New York,"Various Authors, View, vol. 5, N?ø. 1, Marcel Duchamp, New York (S. 283b, 508)",Prints & Multiples (Lot 64),Premium,1945 Prints,18378,10000,15000,13750,64,USD,1945,2010,1,13750,1887,58,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",10/22/1986,Sotheby's London,Priere de Toucher,(Lot 137),Hammer,1947 Sculpture,9791,,,7441,137,USD,1947,1986,1.989562,14804.331,1887,60,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",11/11/2010,Christie's New York,Pri??re De Toucher,Post-War and Contemporary Morning Session (Lot 104),Premium,1947 Sculpture,18577,30000,40000,254500,104,USD,1947,2010,1,254500,1887,60,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",11/3/2010,Sotheby's New York,Pri??re De Toucher - Le Surr??alisme En 1947,Impressionist & Modern Art Day Sale (Lot 315),,1947 Sculpture,18569,15000,20000,,315,USD,1947,2010,1,,1887,60,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",11/7/2013,Sotheby's New York,Pri??re De Toucherle Surr??alisme En 1947,Impressionist & Modern Art Day Sale (Lot 323),Premium,1947 Works on Paper,19669,10000,15000,13750,323,USD,1947,2013,.93603539,12870.486,1887,60,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",10/5/2004,Tajan Paris,Chess Cupid with chess move,Tribute to Julien Levy (Lot 494),Hammer,1948 Works on Paper,16349,18474,24632,32021,494,USD,1948,2004,1.1543462,36963.32,1887,61,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",4/9/2008,"Artcurial - Briest, Poulain, F. Tajan Paris","Feuille de vigne femelle, New York",Modern Art 1 (Lot 28),Premium,1950 Sculpture,17631,158020,237030,176236,28,USD,1950,2008,1.0127866,178489.47,1887,63,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",11/11/1986,Sotheby's New York,Feuille de Vigne Femelle,Contemporary Art from the Estate of Robert Scull (Lot 57),Hammer,1951 Sculpture,9811,,,12000,57,USD,1951,1986,1.989562,23874.744,1887,64,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",3/11/2009,Stockholms Auktionsverk Stockholm,Feuille de vigne femelle,Buren Collection (Lot 30),,1951 Sculpture,17967,58300,69960,,30,USD,1951,2009,1.0164027,,1887,64,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",12/7/1999,Sotheby's London,Feuille de Vigne femelle,Impressionist & Modern Art (part I) (Lot 42),Hammer,1951 Sculpture,14585,129896,162370,129896,,USD,1951,1999,1.3088596,170015.63,1887,64,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",2/21/2002,Sotheby's New York,Chess knight,Impressionist & Modern Art (Lot 105),Hammer,1952 Works on Paper,15392,6000,8000,22500,105,USD,1952,2002,1.2120956,27272.152,1887,65,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",12/14/2009,Kohn Paris,Rotoreliefs,"Tableaux Modernes, Contemporains et Sculptures (Lot 23)",,1953 Sculpture,18245,21975,29300,,23,USD,1953,2009,1.0164027,,1887,66,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",5/1/2014,Sotheby's New York,,Now Prints (Lot 27),,1953 Prints,19844,2000,3000,,27,USD,1953,2014,.91658682,,1887,66,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",12/4/2001,Kunsthaus Lempertz Cologne,Coin de Chastete,Modern Art (Lot 111),Hammer,1954 Sculpture,15313,8190,10010,23660,111,USD,1954,2001,1.2312592,29131.594,1887,67,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",2/8/2012,Christie's London,Self-Portrait in Profile,Impressionist / Modern Works on Paper (Lot 258),Premium,1957 Works on Paper,19031,31628,47442,51316,258,USD,1957,2012,.94974607,48737.168,1887,70,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",6/25/2009,Sotheby's London,Self-portrait In Profile,Impressionist and Modern Art Day Sale (Lot 170),Premium,1957 Works on Paper,18073,40832,57165,74560,170,USD,1957,2009,1.0164027,75782.984,1887,70,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",2/4/2010,Sotheby's London,Self-portrait In Profile,Impressionist & Modern Art Day Sale (Lot 173),Premium,1957 Works on paper,18297,39357,55100,49196,173,USD,1957,2010,1,49196,1887,70,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",11/29/1989,Christie's London,Self portrait,"Dada & Surrealism - Oil Paintings, Watercolours & Sculpture (Lot 566)",Hammer,1957 Works on Paper,10925,,,34460,566,USD,1957,1989,1.7585161,60598.465,1887,70,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",7/1/2010,Christie's London,Self-Portrait in Profile,Post War and Contemporary Art Day Auction (Lot 246),,1957 Works on Paper,18444,45501,75835,,246,USD,1957,2010,1,,1887,70,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",10/5/2004,Tajan Paris,For sitting only,Tribute to Julien Levy (Lot 88),Hammer,1957 Sculpture,16349,123160,147792,92370,88,USD,1957,2004,1.1543462,106626.96,1887,70,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",11/12/1984,Christie's New York,Self portrait,(Lot 37),Hammer,1957 Works on Paper,9082,,,6500,37,USD,1957,1984,2.0987103,13641.617,1887,70,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",12/4/2000,Sotheby's London,"De ou par Marcel Duchamp ou Rose Selavy, la boite en valise",Surrealism (Lot 31),Hammer,1958 Sculpture,14948,58099,87150,69720,31,USD,1958,2000,1.266295,88286.086,1887,71,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",11/2/1999,Christie's New York,Self-portrait in profile,19th & 20th Century Prints (Lot 307),Hammer,1958 Paintings,14550,10000,15000,22000,307,USD,1958,1999,1.3088596,28794.91,1887,71,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",12/7/2012,Hauswedell & Nolte Hamburg,"La Mari??e Mise ?? Nu Par Ses C??libataires, M?¦me (Le Grand Verre)",Moderne Kunst (Lot 82),Hammer,1958 Photographs,19334,32312,,31020,82,USD,1958,2012,.94974607,29461.123,1887,71,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",7/7/2010,Christie's Paris,De ou par MARCEL DUCHAMP ou RROSE S??LAVY (la bo??te-en-valise),"Collection de Madame Darthea Speyer, une Am??ricaine ?  Paris (Lot 86)",Premium,1958 Sculpture,18450,7578,10104,104332,86,USD,1958,2010,1,104332,1887,71,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",6/18/2004,Galerie Kornfeld Bern,La boite en valise,19th & 20th Century Art (Lot 32),Hammer,1958 Sculpture,16240,32000,,35200,32,USD,1958,2004,1.1543462,40632.988,1887,71,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",12/8/2010,Sotheby's Paris,"Bo??te-en-valise, S??rie C",Impressionist & Modern Art (Lot 44),Premium,1958 Sculpture,18604,33182,46455,120452,44,USD,1958,2010,1,120452,1887,71,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",11/5/1981,Sotheby's New York,Self-portrait,(Lot 86),Hammer,1958 Works on Paper,7979,,,10500,86,USD,1958,1981,2.3988559,25187.986,1887,71,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",4/25/2006,Bukowskis Stockholm,After the Self portrait in profile,Modern Art (Lot 393),Hammer,1959 Prints,16916,2632,3290,4211,393,USD,1959,2006,1.081627,4554.7314,1887,72,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",3/28/2007,Christie's London,Poster after self-portrait in profile,"Old Master, Modern & Contemporary Prints (Lot 265)",Hammer,1959 Prints,17253,5882,9804,8824,265,USD,1959,2007,1.0516731,9279.9629,1887,72,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",11/2/1999,Christie's New York,"P.A. Benoit, Premiere Lumiere",19th & 20th Century Prints (Lot 308),Hammer,1959 Prints,14550,6000,8000,7500,308,USD,1959,1999,1.3088596,9816.4473,1887,72,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",12/14/2009,Kohn Paris,Self Portrait in Profile,"Tableaux Modernes, Contemporains et Sculptures (Lot 20)",,1959 Prints,18245,17580,21975,,20,USD,1959,2009,1.0164027,,1887,72,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",8/8/2009,Kohn Paris,Couple de tabliers,Tableaux et Sculptures Modernes et Contemporains (Lot 576),Hammer,1959 Sculpture,18117,134700,141790,130446,576,USD,1959,2009,1.0164027,132585.67,1887,72,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",4/26/2011,Christie's New York,Poster after Self-Portrait in Profile (S. 565),Prints & Multiples (Lot 63),Premium,1959 Prints,18743,7000,9000,11250,63,USD,1959,2011,.96940058,10905.757,1887,72,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",10/28/2008,Christie's New York,Poster after the Self-Portrait in Profile (not in Schwarz),Prints (Lot 114),Premium,Circa 1959 Prints,17833,7000,10000,11250,114,USD,1959,2008,1.0127866,11393.85,1887,72,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",4/23/2014,Christie's New York,"Pierre-Andre Benoit, Premi??re Lumi??re",Prints and Multiples (Lot 115),Premium,1959 Prints,19836,7000,10000,18750,115,USD,1959,2014,.91658682,17186.002,1887,72,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",12/14/2009,Kohn Paris,Self Portrait in Profile,"Tableaux Modernes, Contemporains et Sculptures (Lot 22)",,1959 Prints,18245,17580,21975,,22,USD,1959,2009,1.0164027,,1887,72,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",6/17/2009,Hauswedell & Nolte Hamburg,Tire a 4 epingles,"Modern Art, Part 1 and 2 (Lot 196)",Hammer,1959 Prints,18065,4155,,3185,196,USD,1959,2009,1.0164027,3237.2427,1887,72,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",12/1/2009,Christie's Paris,"Non, planche issue de Premi??re Lumi??re (Schwarz 570)",Art Impressionniste et Moderne (Lot 15),Premium,1959 Prints,18232,6036,9055,30184,15,USD,1959,2009,1.0164027,30679.1,1887,72,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",4/30/2013,Christie's New York,"Pierre Andr?? Benoit, Premi??re Lumi??re, PAB, Al??s, France, 1959 (S 570)",Prints and Multiples (Lot 26),Premium,1959 Prints,19478,7000,10000,16250,26,USD,1959,2013,.93603539,15210.575,1887,72,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",10/27/2005,Christie's South Kensington,Couple of laundresses' aprons,Impressionist & Modern Art (Lot 202),Hammer,1959 Works on Paper,16736,14268,21402,21402,202,USD,1959,2005,1.1165181,23895.721,1887,72,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",3/19/2014,Christie's London,Pierre-Andr?? Benoit: Premiere Lumi??re (Schwarz 570),"Old Master, Modern & Contemporary Prints (Lot 355)",Premium,1959 Prints,19801,,,20672,355,USD,1959,2014,.91658682,18947.684,1887,72,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",12/14/2009,Kohn Paris,Self Portrait in Profile,"Tableaux Modernes, Contemporains et Sculptures (Lot 21)",,1959 Prints,18245,17580,21975,,21,USD,1959,2009,1.0164027,,1887,72,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",4/26/2010,Christie's New York,Poster after 'Self-Portrait in Profile' (S 565b),Prints & Multiples (Lot 65),Premium,1959 Prints,18378,7000,10000,10000,65,USD,1959,2010,1,10000,1887,72,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",12/8/1999,Sotheby's London,Emergency box - boite alerte,Impressionist & Modern Art (part II) (Lot 189),Hammer,1959 Sculpture,14586,24379,32506,55260,,USD,1959,1999,1.3088596,72327.578,1887,72,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",5/3/2007,Sotheby's New York,Poster after self portrait in profile,Prints (Lot 192),Hammer,1959 Prints,17289,7000,9000,11000,192,USD,1959,2007,1.0516731,11568.403,1887,72,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",4/26/2011,Christie's New York,Poster after Self-Portrait in Profile (not in S.),Prints & Multiples (Lot 62),Premium,1959 Prints,18743,7000,9000,11250,62,USD,1959,2011,.96940058,10905.757,1887,72,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",10/27/2005,Sotheby's New York,Self-portrait in profile,Prints (Lot 185),Hammer,1959 Prints,16736,7000,9000,7000,185,USD,1959,2005,1.1165181,7815.627,1887,72,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",3/7/2009,AuctionArt Paris,Marcel D??chiravit,Collection Ren?? Alleau - Premi??re partie (Lot 104),Premium,1959 Prints,17963,5068,,5495,104,USD,1959,2009,1.0164027,5585.1328,1887,72,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",5/13/1999,Christie's New York,L H O O Q,20th Century Art (Lot 514),Hammer,1960 Paintings,14377,350000,450000,550000,514,USD,1960,1999,1.3088596,719872.75,1887,73,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",5/14/2014,Binoche et Giquello Paris,Marcel Duchamp et sa roue de bicyclette,"Dada Surrealisme - Avant-Gardes - Art et Litterature du Xxe Siecle, Manuscrits, Livres, Photographies, Revues, Dessins et Tableaux (Lot 267)",,Circa 1960 Photographs,19857,1646,2057,,267,USD,1960,2014,.91658682,,1887,73,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",12/2/2011,Farsetti Arte Prato,Fluttering hearts,Arte Moderna e Contemporanea (Lot 65),Hammer,1961 Prints,18963,4820,6159,4686,65,USD,1961,2011,.96940058,4542.6113,1887,74,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",5/11/1993,Christie's New York,Fluttering hearts,"Old Master, American, Modern & Contemporary Prints (Lot 186)",Hammer,1961 Prints,12184,,,4600,186,USD,1961,1993,1.5090381,6941.5752,1887,74,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",11/27/2013,Millon & Associes Paris,Rebus,Tableaux Modernes (Lot 308),Hammer,1961 Prints,19689,5425,8138,5425,308,USD,1961,2013,.93603539,5077.9922,1887,74,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",6/19/2006,Sotheby's Olympia,Coeurs volants,Contemporary Art (Lot 696),Hammer,1961 Prints,16971,3680,5520,4416,696,USD,1961,2006,1.081627,4776.4648,1887,74,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",11/2/1999,Christie's New York,Fluttering hearts,19th & 20th Century Prints (Lot 303),Hammer,1961 Prints,14550,4000,6000,7000,303,USD,1961,1999,1.3088596,9162.0176,1887,74,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",11/1/2001,Sotheby's New York,Fluttering hearts,19th & 20th Century Prints (Lot 546),Hammer,1961 Prints,15280,5000,7000,4250,546,USD,1961,2001,1.2312592,5232.8516,1887,74,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",2/26/2009,Christophe Joron-Derem Paris,R??bus: Tout ?  l'??gout sont dans la nature,Collection Jacquelyn Miller Matisse (Lot 12),Hammer,1961 Prints,17954,2552,3829,8934,12,USD,1961,2009,1.0164027,9080.542,1887,74,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",11/1/2007,Sotheby's New York,Coeurs volants (Fluttering hearts) (S. 446),Prints (Lot 336),Premium,1961 Prints,17471,5000,7000,7500,336,USD,1961,2007,1.0516731,7887.5479,1887,74,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",11/30/1999,Christie's London,De ou par Marcel Duchamp ou Rose Selavy,"Important Old Master, 19th & 20th Century Prints (Lot 167)",Hammer,1961 Prints,14578,39892,55849,44679,167,USD,1961,1999,1.3088596,58478.539,1887,74,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",5/21/2008,Phillips de Pury & Company New York,Rebus,Modern & Contemporary Editions (Lot 40),Premium,1961 Prints,17673,5000,7000,9375,40,USD,1961,2008,1.0127866,9494.875,1887,74,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",6/11/2009,Stockholms Auktionsverk Stockholm,Rebus: Tout a l'egout sont dans la nature,Prints (Lot 1125),Hammer,1961 Prints,18059,3920,4573,3397,1125,USD,1961,2009,1.0164027,3452.72,1887,74,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",1/25/2012,Phillips de Pury & Company New York,Coeurs Volants (Fluttering Hearts),Editions (Lot 54),Premium,1961 Prints,19017,5000,7000,16250,54,USD,1961,2012,.94974607,15433.374,1887,74,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",6/14/2012,Galerie Kornfeld Bern,Rebus,"Kunst des 19. und 20. Jahrhunderts, Teil II (Lot 285)",Hammer,1961 Prints,19158,5256,,6307,285,USD,1961,2012,.94974607,5990.0483,1887,74,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",4/24/2013,Stockholms Auktionsverk Stockholm,Self-Portrait in Profile,Moderna (Lot 1091),Hammer,1963 Works on Paper,19472,91020,121360,84952,1091,USD,1963,2013,.93603539,79518.078,1887,76,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",2/5/2007,Sotheby's London,Untitled collage,Surrealist Art (Lot 94),Hammer,1963 Prints,17202,196000,294000,196000,94,USD,1963,2007,1.0516731,206127.92,1887,76,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",11/11/2010,Christie's New York,Signed Sign,Post-War and Contemporary Afternoon Session (Lot 309),Premium,1963 Paintings,18577,40000,60000,362500,309,USD,1963,2010,1,362500,1887,76,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",1/11/2011,Christie's New York,A Poster within a Poster (Schwarz 588),Christie's Interiors (Lot 36),Premium,1963 Prints,18638,8000,12000,18750,36,USD,1963,2011,.96940058,18176.262,1887,76,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",4/27/2009,Stockholms Auktionsverk Stockholm,Sjalvportratt i profil,Moderna Kvaliten - I (Lot 958),Hammer,1963 Works on Paper,18014,36450,48600,51030,958,USD,1963,2009,1.0164027,51867.031,1887,76,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",3/11/2009,Stockholms Auktionsverk Stockholm,Self-portrait in profile,Buren Collection (Lot 3),,1963 Works on Paper,17967,2915,3498,,3,USD,1963,2009,1.0164027,,1887,76,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",3/8/2013,Christie's New York,A Poster Within a Poster,First Open (Lot 95),Premium,1963 Prints,19425,15000,20000,50000,95,USD,1963,2013,.93603539,46801.77,1887,76,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",10/25/2005,Sotheby's London,Self-portrait in profile,Contemporary Art (Lot 166),Hammer,1963 Works on Paper,16734,10713,14284,39283,166,USD,1963,2005,1.1165181,43860.184,1887,76,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",2/8/2006,Sotheby's London,Self-portrait in profile,Impressionist & Modern Works on Paper (Lot 182),Hammer,1963 Works on Paper,16840,20886,26107,26107,182,USD,1963,2006,1.081627,28238.037,1887,76,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",12/14/2009,Kohn Paris,Rotorelief,"Tableaux Modernes, Contemporains et Sculptures (Lot 34)",,1963 Sculpture,18245,21975,26370,,34,USD,1963,2009,1.0164027,,1887,76,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",12/4/1985,Sotheby's London,Comb,(Lot 253),Hammer,1964 Sculpture,9469,,,8172,253,USD,1964,1985,2.0265427,16560.906,1887,77,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",5/2/1998,Sotheby's New York,Mirrorical return,Contemporary Prints (Lot 1035),Hammer,1964 Prints,14001,3000,4000,3500,1035,USD,1964,1998,1.3377669,4682.1841,1887,77,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",5/18/2008,Freeman's Philadelphia,Bouche-evier (sink stopper) (s.608) (Schwartz 608),Modern & Contemporary Art (Lot 64),Premium,1964 Sculpture,17670,2500,4000,6875,64,USD,1964,2008,1.0127866,6962.9082,1887,77,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",4/19/2000,Francis Briest Paris,Tire a quatre-epingles,Prints (Lot 219),Hammer,1964 Prints,14719,2856,3141,3284,219,USD,1964,2000,1.266295,4158.5127,1887,77,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",5/13/2002,Phillips de Pury & Company New York,Bicycle wheel,Contemporary Art (Lot 6),Hammer,1964 Sculpture,15473,2000000,3000000,1600000,6,USD,1964,2002,1.2120956,1939353,1887,77,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",5/13/2002,Phillips de Pury & Company New York,Trebuchet,Contemporary Art (Lot 11),Hammer,1964 Sculpture,15473,500000,700000,280000,11,USD,1964,2002,1.2120956,339386.78,1887,77,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",5/13/2002,Phillips de Pury & Company New York,Air de Paris,Contemporary Art (Lot 1),Hammer,1964 Sculpture,15473,200000,300000,150000,1,USD,1964,2002,1.2120956,181814.34,1887,77,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",12/4/1985,Sotheby's London,Trebuchet,(Lot 249),Hammer,1964 Sculpture,9469,,,11887,249,USD,1964,1985,2.0265427,24089.512,1887,77,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",5/13/2002,Phillips de Pury & Company New York,Hat rack,Contemporary Art (Lot 2),Hammer,1964 Sculpture,15473,400000,600000,260000,2,USD,1964,2002,1.2120956,315144.88,1887,77,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",5/1/2007,Christie's New York,Bouche-evier,Prints & Multiples (Lot 195),Hammer,1964 Sculpture,17287,2000,3000,3800,195,USD,1964,2007,1.0516731,3996.3577,1887,77,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",5/16/2002,Galleria Pananti Florence,Robinet original,Contemporary Art (Lot 31),Hammer,1964 Prints,15476,,,2914,31,USD,1964,2002,1.2120956,3532.0466,1887,77,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",10/27/2011,Sotheby's New York,An Original Revolutionary Faucet: Mirrorical Return (Schwarz 370),Prints (Lot 70),Premium,1964 Prints,18927,5500,7500,8750,70,USD,1964,2011,.96940058,8482.2549,1887,77,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",3/8/2008,De Vuyst Lokeren,Un robinet original r??volutionnaire - Renvoi mirrorique,"Impressionism, 19th Century, Modern And Contemporary Art (Lot 96)",Premium,1964 Prints,17599,4599,7665,18061,96,USD,1964,2008,1.0127866,18291.939,1887,77,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",4/23/2014,Christie's New York,L.H.O.O.Q.,Prints and Multiples (Lot 114),Premium,1964 Prints,19836,100000,150000,467000,114,USD,1964,2014,.91658682,428046.03,1887,77,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",11/5/2002,Christie's New York,"An original revolutionary faucet, mirrorical return",19th & 20th Century Prints (Lot 146),Hammer,1964 Prints,15649,5000,8000,6000,146,USD,1964,2002,1.2120956,7272.5737,1887,77,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
"Marcel Duchamp (b. 1887, d. 1968)",12/14/2009,Kohn Paris,Certificat de lecture,"Tableaux Modernes, Contemporains et Sculptures (Lot 39)",,1964 Prints,18245,7325,8790,,39,USD,1964,2009,1.0164027,,1887,77,0,499.05225,499.05225,6.2127109,,,,,,,,,,,
